"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://coinlineup.com/currencies/RAIN/rain/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","10900","0,636","https://coinlineup.com/cmc-currency-details-advanced-design/","HTTP Redirect"
"https://coinlineup.com/currencies/WBT/whitebit/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","10900","0,723","https://coinlineup.com/cmc-currency-details-advanced-design/","HTTP Redirect"
"https://coinlineup.com/currencies/USYC/hashnote-usyc/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","10900","0,803","https://coinlineup.com/cmc-currency-details-advanced-design/","HTTP Redirect"
"https://coinlineup.com/currencies/FIGR_HELOC/figure-heloc/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","10900","0,700","https://coinlineup.com/cmc-currency-details-advanced-design/","HTTP Redirect"
"https://ethereum.org/en/staking/","","301","Moved Permanently","Non-Indexable","Redirected","2","0,230","https://ethereum.org/staking/","HTTP Redirect"
"https://presale.blockchainfx.com/","","302","Found","Non-Indexable","Redirected","1","0,151","https://blockchainfx.io/","HTTP Redirect"
"http://bestcryptotobuynow.com/","text/html","301","Moved Permanently","Non-Indexable","Redirected","3","0,588","https://bestcryptotobuynow.com/","HTTP Redirect"
"https://coinlineup.com/markets/crypto-market/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","4323","0,542","https://coinlineup.com/crypto-market-1-trillion-dollar-decline/","HTTP Redirect"
"https://t.co/GGNU9tTHuo","","301","Moved Permanently","Non-Indexable","Redirected","1","0,214","https://www.schiffgold.com/","HTTP Redirect"
"https://twitter.com/nikitabier/status/2043893779552448735?ref_src=twsrc^tfw","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","1","0,220","https://x.com/nikitabier/status/2043893779552448735?ref_src=twsrc^tfw","HTTP Redirect"
"https://coinlineup.com/currencies/LILPEPE/little-pepe-5/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","174","0,616","https://coinlineup.com/cmc-currency-details-advanced-design/","HTTP Redirect"
"https://twitter.com/zkhelixlabs/status/2037260687026856220?ref_src=twsrc^tfw","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","1","0,320","https://x.com/zkhelixlabs/status/2037260687026856220?ref_src=twsrc^tfw","HTTP Redirect"
"https://coinlineup.com/markets/stock-market/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","3588","0,440","https://coinlineup.com/stock-market-vs-crypto-market-which-should-you-invest-in/","HTTP Redirect"
"https://twitter.com/PeterSchiff/status/2022391070424994134?ref_src=twsrc^tfw","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","1","0,252","https://x.com/PeterSchiff/status/2022391070424994134?ref_src=twsrc^tfw","HTTP Redirect"
"https://twitter.com/CertiKAlert/status/2043557571609731268","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","1","0,309","https://x.com/CertiKAlert/status/2043557571609731268","HTTP Redirect"
"https://bestwallettoken.com/en","","301","Moved Permanently","Non-Indexable","Redirected","1","0,246","https://bestwallet.com/","HTTP Redirect"
"https://coinlineup.com/peter-schiff-sell-bitcoin-buy-gold/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","1","0,481","https://coinlineup.com/peter-schiff-sell-bitcoin-buy-gold-silver-btc-nears-75k/","HTTP Redirect"
"https://snyk.io/articles/poisoned-security-scanner-backdooring-litellm/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","1","0,064","https://snyk.io/blog/poisoned-security-scanner-backdooring-litellm/","HTTP Redirect"
"https://twitter.com/ethereumfndn/status/2032850482688147909","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","1","0,266","https://x.com/ethereumfndn/status/2032850482688147909","HTTP Redirect"
